order_date,store_name,store_type,city,state,product_name,category,quantity,unit_price,total_amount,channel,return_reason
2023-06-16,Big Bazaar Vadodara,Supermarket,Solapur,Maharashtra,NexaGold Red Chilli 200g,Spices,9,30,270,Online,Wrong Item
2023-06-28,Pandey Store,Kirana,Pune,Maharashtra,NexaCare Soap 100g,Personal Care,15,350,5250,Offline,
2023-06-22,Mishra Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,11,280,3080,Offline,Wrong Item
2023-06-02,D-Mart Kothrud,Supermarket,Rajkot,Gujarat,NexaCare Shampoo 200ml,Personal Care,5,50,250,Online,
2023-06-10,Patel Kirana,Kirana,Vadodara,Gujarat,NexaCrunch Namkeen 150g,Snacks,20,110,2200,Offline,Wrong Item
2023-06-03,Deshmukh Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Red Chilli 200g,Spices,23,70,1610,Offline,
2023-06-28,Gokhale Provisions,Kirana,Nashik,Maharashtra,NexaCare Soap 100g,Personal Care,16,110,1760,Offline,
2023-06-01,Joshi Traders,Kirana,Nashik,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,8,550,4400,Offline,
2023-06-13,D-Mart Kothrud,Supermarket,Surat,Gujarat,NexaGold Toor Dal 1kg,Dal,34,110,3740,Online,Late Delivery
2023-06-18,Sawant Traders,Kirana,Kolhapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,35,550,19250,Offline,Late Delivery
2023-06-23,Star Bazaar Pune,Supermarket,Pune,Maharashtra,NexaGold Chana Dal 1kg,Dal,9,350,3150,Offline,
2023-06-15,Yadav General,Kirana,Aurangabad,Maharashtra,NexaCare Shampoo 200ml,Personal Care,37,50,1850,Offline,
2023-06-16,Gokhale Provisions,Kirana,Kolhapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,22,350,7700,Offline,Damaged
2023-06-12,Bhosale Provisions,Kirana,Solapur,Maharashtra,NexaCrunch Chips 100g,Snacks,11,70,770,Online,Wrong Item
2023-06-11,Patel Kirana,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,34,50,1700,Online,
2023-06-04,Nair Kirana,Kirana,Pune,Maharashtra,NexaCrunch Namkeen 150g,Snacks,34,140,4760,Offline,
2023-06-18,Mehta Kirana,Kirana,Nashik,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,24,30,720,Online,Wrong Item
2023-06-26,Khare Kirana,Kirana,Nagpur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,10,70,700,Online,
2023-06-11,Desai Provisions,Kirana,Surat,Gujarat,NexaClean Floor Cleaner 1L,Household,14,70,980,Online,
2023-06-19,D-Mart Hinjewadi,Supermarket,Solapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,4,140,560,Online,
2023-06-07,Khare Kirana,Kirana,Kolhapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,21,110,2310,Offline,
2023-06-04,Thakur Traders,Kirana,Pune,Maharashtra,NexaGold Turmeric 200g,Spices,14,70,980,Offline,
2023-06-13,Mishra Provisions,Kirana,Nashik,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,11,110,1210,Offline,
2023-06-02,Khare Kirana,Kirana,Vadodara,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,32,280,8960,Offline,Damaged
2023-06-27,Nair Kirana,Kirana,Vadodara,Gujarat,NexaGold Garam Masala 100g,Spices,40,550,22000,Offline,
2023-06-28,Deshmukh Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Red Chilli 200g,Spices,1,140,140,Offline,
2023-06-17,Reliance Fresh Rajkot,Supermarket,Ahmedabad,Gujarat,NexaFresh Mango Juice 1L,Beverages,21,140,2940,Online,
2023-06-19,Khare Kirana,Kirana,Nashik,Maharashtra,NexaGold Garam Masala 100g,Spices,13,50,650,Offline,
2023-06-23,Khare Kirana,Kirana,Vadodara,Gujarat,NexaGold Toor Dal 1kg,Dal,13,110,1430,Online,
2023-06-24,Rajput Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,8,50,400,Offline,
2023-06-18,Bhosale Provisions,Kirana,Nagpur,Maharashtra,NexaGold Moong Dal 1kg,Dal,14,50,700,Offline,
2023-06-20,Sharma Kirana,Kirana,Vadodara,Gujarat,NexaGold Turmeric 200g,Spices,6,70,420,Offline,
2023-06-16,Sawant Traders,Kirana,Vadodara,Gujarat,NexaCare Soap 100g,Personal Care,30,280,8400,Offline,Damaged
2023-06-03,Bhosale Provisions,Kirana,Surat,Gujarat,NexaGold Chana Dal 1kg,Dal,15,550,8250,Offline,
2023-06-09,Star Bazaar Pune,Supermarket,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,7,50,350,Offline,
2023-06-15,Reliance Fresh Rajkot,Supermarket,Aurangabad,Maharashtra,NexaClean Dishwash 500ml,Household,31,70,2170,Offline,Damaged
2023-06-22,Chavan Traders,Kirana,Ahmedabad,Gujarat,NexaGold Chana Dal 1kg,Dal,27,70,1890,Online,
2023-06-16,Rajput Provisions,Kirana,Vadodara,Gujarat,NexaGold Chana Dal 1kg,Dal,18,50,900,Online,Late Delivery
2023-06-08,Deshpande Store,Kirana,Vadodara,Gujarat,NexaCare Shampoo 200ml,Personal Care,11,550,6050,Offline,
2023-06-11,Thakur Traders,Kirana,Aurangabad,Maharashtra,NexaClean Dishwash 500ml,Household,23,140,3220,Offline,
2023-06-26,Thakur Traders,Kirana,Ahmedabad,Gujarat,NexaGold Chana Dal 1kg,Dal,30,30,900,Online,
2023-06-09,Mishra Provisions,Kirana,Pune,Maharashtra,NexaFresh Mango Juice 1L,Beverages,29,30,870,Offline,Wrong Item
2023-06-12,D-Mart Hinjewadi,Supermarket,Solapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,12,140,1680,Offline,
2023-06-23,Sawant Traders,Kirana,Solapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,19,50,950,Online,Damaged
2023-06-21,Chavan Traders,Kirana,Kolhapur,Maharashtra,NexaCrunch Chips 100g,Snacks,17,70,1190,Offline,
2023-06-05,Chavan Traders,Kirana,Solapur,Maharashtra,NexaGold Turmeric 200g,Spices,17,70,1190,Online,
2023-06-01,Reliance Fresh Rajkot,Supermarket,Rajkot,Gujarat,NexaGold Multigrain Atta 5kg,Atta,23,70,1610,Offline,Wrong Item
2023-06-22,Apte Traders,Kirana,Nashik,Maharashtra,NexaGold Garam Masala 100g,Spices,8,50,400,Online,
2023-06-21,Joshi Traders,Kirana,Vadodara,Gujarat,NexaGold Multigrain Atta 5kg,Atta,15,350,5250,Offline,Late Delivery
2023-06-15,Shinde Traders,Kirana,Pune,Maharashtra,NexaGold Turmeric 200g,Spices,20,70,1400,Offline,
2023-06-06,More Supermarket Viman Nagar,Supermarket,Aurangabad,Maharashtra,NexaGold Garam Masala 100g,Spices,11,50,550,Online,Wrong Item
2023-06-01,Patil General,Kirana,Aurangabad,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,13,350,4550,Offline,Wrong Item
2023-06-25,Mishra Provisions,Kirana,Surat,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,39,280,10920,Offline,Late Delivery
2023-06-13,Jadhav Store,Kirana,Kolhapur,Maharashtra,NexaClean Floor Cleaner 1L,Household,24,30,720,Offline,
2023-06-23,Thakur Traders,Kirana,Nashik,Maharashtra,NexaCare Shampoo 200ml,Personal Care,28,550,15400,Offline,
2023-06-06,D-Mart Aundh,Supermarket,Nashik,Maharashtra,NexaCrunch Namkeen 150g,Snacks,23,30,690,Offline,Damaged
2023-06-17,Bhat Store,Kirana,Surat,Gujarat,NexaGold Wheat Atta 10kg,Atta,7,350,2450,Online,Wrong Item
2023-06-03,Pandey Store,Kirana,Rajkot,Gujarat,NexaGold Multigrain Atta 5kg,Atta,34,110,3740,Offline,Late Delivery
2023-06-18,Gokhale Provisions,Kirana,Aurangabad,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,10,550,5500,Offline,Late Delivery
2023-06-25,Parmar General,Kirana,Nagpur,Maharashtra,NexaClean Floor Cleaner 1L,Household,1,550,550,Offline,
2023-06-23,D-Mart Kothrud,Supermarket,Pune,Maharashtra,NexaGold Chana Dal 1kg,Dal,31,550,17050,Offline,Damaged
2023-06-23,D-Mart Aundh,Supermarket,Rajkot,Gujarat,NexaCrunch Namkeen 150g,Snacks,6,30,180,Offline,
2023-06-13,Pawar General,Kirana,Nagpur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,19,110,2090,Offline,
2023-06-07,Deshpande Store,Kirana,Pune,Maharashtra,NexaCare Shampoo 200ml,Personal Care,27,110,2970,Online,
2023-06-04,Jadhav Store,Kirana,Aurangabad,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,14,70,980,Online,
2023-06-05,Nair Kirana,Kirana,Nagpur,Maharashtra,NexaClean Floor Cleaner 1L,Household,29,50,1450,Offline,
2023-06-25,Gokhale Provisions,Kirana,Vadodara,Gujarat,NexaCrunch Namkeen 150g,Snacks,11,280,3080,Online,
2023-06-26,Reliance Fresh Baner,Supermarket,Vadodara,Gujarat,NexaCare Soap 100g,Personal Care,38,50,1900,Offline,Late Delivery
2023-06-24,D-Mart Ahmedabad SG Highway,Supermarket,Pune,Maharashtra,NexaCare Shampoo 200ml,Personal Care,10,30,300,Offline,Damaged
2023-06-21,D-Mart Hinjewadi,Supermarket,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,37,110,4070,Offline,
2023-06-08,Yadav General,Kirana,Nagpur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,26,50,1300,Offline,
2023-06-08,Thakur Traders,Kirana,Nagpur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,5,350,1750,Offline,
2023-06-12,D-Mart Kothrud,Supermarket,Nagpur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,40,350,14000,Offline,
2023-06-25,Reliance Fresh Wakad,Supermarket,Kolhapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,37,280,10360,Online,Late Delivery
2023-06-20,D-Mart Ahmedabad SG Highway,Supermarket,Pune,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,30,550,16500,Offline,
2023-06-05,Bhat Store,Kirana,Pune,Maharashtra,NexaGold Moong Dal 1kg,Dal,15,110,1650,Offline,
2023-06-27,Gaikwad Store,Kirana,Kolhapur,Maharashtra,NexaCare Soap 100g,Personal Care,29,70,2030,Online,
2023-06-01,Thakur Traders,Kirana,Solapur,Maharashtra,NexaClean Dishwash 500ml,Household,7,50,350,Offline,Damaged
2023-06-26,D-Mart Kothrud,Supermarket,Solapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,3,550,1650,Offline,
2023-06-14,Patel Kirana,Kirana,Surat,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,13,550,7150,Offline,Late Delivery
2023-06-13,Reliance Fresh Rajkot,Supermarket,Solapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,5,140,700,Online,Damaged
2023-06-14,Mishra Provisions,Kirana,Pune,Maharashtra,NexaGold Moong Dal 1kg,Dal,26,280,7280,Offline,
2023-06-27,Mehta Kirana,Kirana,Ahmedabad,Gujarat,NexaGold Garam Masala 100g,Spices,8,550,4400,Offline,Damaged
2023-06-05,Bhat Store,Kirana,Ahmedabad,Gujarat,NexaClean Dishwash 500ml,Household,32,30,960,Online,
2023-06-16,Apte Traders,Kirana,Ahmedabad,Gujarat,NexaCrunch Mixture 200g,Snacks,5,70,350,Offline,
2023-06-26,D-Mart Ahmedabad SG Highway,Supermarket,Surat,Gujarat,NexaCrunch Mixture 200g,Snacks,8,50,400,Online,
2023-06-14,Nair Kirana,Kirana,Vadodara,Gujarat,NexaFresh Mango Juice 1L,Beverages,1,550,550,Offline,
2023-06-16,Big Bazaar Vadodara,Supermarket,Nagpur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,12,110,1320,Online,
2023-06-15,Pawar General,Kirana,Solapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,39,550,21450,Online,
2023-06-14,Mishra Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,36,550,19800,Offline,Late Delivery
2023-06-24,Deshmukh Provisions,Kirana,Nashik,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,30,550,16500,Online,Damaged
2023-06-19,D-Mart Hinjewadi,Supermarket,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,25,30,750,Online,
2023-06-07,Bhat Store,Kirana,Pune,Maharashtra,NexaClean Floor Cleaner 1L,Household,18,140,2520,Offline,
2023-06-19,Thakur Traders,Kirana,Kolhapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,10,550,5500,Offline,
2023-06-08,Rajput Provisions,Kirana,Vadodara,Gujarat,NexaFresh Mango Juice 1L,Beverages,13,110,1430,Online,Damaged
2023-06-04,D-Mart Hinjewadi,Supermarket,Nashik,Maharashtra,NexaCrunch Mixture 200g,Snacks,39,30,1170,Offline,
2023-06-25,Deshmukh Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Toor Dal 1kg,Dal,9,110,990,Online,
2023-06-25,Chavan Traders,Kirana,Nagpur,Maharashtra,NexaGold Garam Masala 100g,Spices,12,280,3360,Offline,Late Delivery
2023-06-12,Rajput Provisions,Kirana,Nagpur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,3,140,420,Online,
2023-06-02,More Supermarket Viman Nagar,Supermarket,Pune,Maharashtra,NexaClean Dishwash 500ml,Household,28,70,1960,Offline,
2023-06-25,Bhat Store,Kirana,Nashik,Maharashtra,NexaCrunch Namkeen 150g,Snacks,7,280,1960,Offline,Wrong Item
2023-06-22,Sharma Kirana,Kirana,Pune,Maharashtra,NexaGold Toor Dal 1kg,Dal,2,550,1100,Offline,
2023-06-20,Bhat Store,Kirana,Aurangabad,Maharashtra,NexaGold Wheat Atta 10kg,Atta,32,110,3520,Offline,
2023-06-18,Gokhale Provisions,Kirana,Rajkot,Gujarat,NexaCrunch Mixture 200g,Snacks,18,350,6300,Offline,
2023-06-09,Sawant Traders,Kirana,Nashik,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,38,280,10640,Online,
2023-06-06,Big Bazaar Vadodara,Supermarket,Nagpur,Maharashtra,NexaCare Soap 100g,Personal Care,28,30,840,Offline,
2023-06-24,D-Mart Kothrud,Supermarket,Solapur,Maharashtra,NexaGold Red Chilli 200g,Spices,22,50,1100,Offline,
2023-06-01,Modi Kirana,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,27,280,7560,Offline,Late Delivery
2023-06-17,Patel Kirana,Kirana,Rajkot,Gujarat,NexaGold Wheat Atta 5kg,Atta,19,110,2090,Offline,
2023-06-25,D-Mart Hinjewadi,Supermarket,Rajkot,Gujarat,NexaGold Chana Dal 1kg,Dal,10,50,500,Offline,Late Delivery
2023-06-28,Star Bazaar Pune,Supermarket,Surat,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,16,70,1120,Online,
2023-06-11,D-Mart Ahmedabad SG Highway,Supermarket,Ahmedabad,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,37,50,1850,Offline,
2023-06-09,Thakur Traders,Kirana,Vadodara,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,15,350,5250,Offline,Damaged
2023-06-20,Khare Kirana,Kirana,Nagpur,Maharashtra,NexaGold Toor Dal 1kg,Dal,23,140,3220,Online,
2023-06-27,Jadhav Store,Kirana,Surat,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,26,280,7280,Offline,
2023-06-19,D-Mart Hinjewadi,Supermarket,Ahmedabad,Gujarat,NexaClean Floor Cleaner 1L,Household,31,280,8680,Online,
2023-06-05,Thakur Traders,Kirana,Solapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,17,110,1870,Offline,
2023-06-15,Gokhale Provisions,Kirana,Rajkot,Gujarat,NexaFresh Mango Juice 1L,Beverages,8,140,1120,Offline,Late Delivery
2023-06-22,Modi Kirana,Kirana,Ahmedabad,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,8,70,560,Online,
2023-06-10,Chavan Traders,Kirana,Aurangabad,Maharashtra,NexaCrunch Chips 100g,Snacks,34,350,11900,Online,Damaged
2023-06-08,Mishra Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Turmeric 200g,Spices,33,50,1650,Offline,Damaged
2023-06-20,More Supermarket Viman Nagar,Supermarket,Aurangabad,Maharashtra,NexaCrunch Chips 100g,Snacks,20,140,2800,Offline,Late Delivery
2023-06-02,Gokhale Provisions,Kirana,Surat,Gujarat,NexaCare Shampoo 200ml,Personal Care,34,280,9520,Offline,Wrong Item
2023-06-17,D-Mart Hinjewadi,Supermarket,Vadodara,Gujarat,NexaGold Red Chilli 200g,Spices,10,70,700,Offline,Damaged
2023-06-23,Pawar General,Kirana,Ahmedabad,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,10,70,700,Offline,Damaged
2023-06-23,Shinde Traders,Kirana,Kolhapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,39,30,1170,Offline,
2023-06-04,Khare Kirana,Kirana,Nagpur,Maharashtra,NexaCare Soap 100g,Personal Care,22,110,2420,Offline,
2023-06-22,Kulkarni Store,Kirana,Ahmedabad,Gujarat,NexaCrunch Namkeen 150g,Snacks,35,110,3850,Offline,
2023-06-23,Pandey Store,Kirana,Solapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,31,280,8680,Offline,Damaged
2023-06-23,Apte Traders,Kirana,Nagpur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,33,140,4620,Offline,Damaged
2023-06-21,Pandey Store,Kirana,Rajkot,Gujarat,NexaGold Multigrain Atta 5kg,Atta,31,50,1550,Offline,
2023-06-05,Reliance Fresh Baner,Supermarket,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,8,70,560,Offline,Wrong Item
2023-06-12,D-Mart Ahmedabad SG Highway,Supermarket,Pune,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,2,350,700,Offline,
2023-06-06,Kulkarni Store,Kirana,Ahmedabad,Gujarat,NexaGold Red Chilli 200g,Spices,31,30,930,Online,
2023-06-10,More Supermarket Viman Nagar,Supermarket,Solapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,36,110,3960,Online,Late Delivery
2023-06-13,Big Bazaar Vadodara,Supermarket,Kolhapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,38,140,5320,Offline,
2023-06-10,Apte Traders,Kirana,Ahmedabad,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,20,110,2200,Offline,
2023-06-28,Reliance Fresh Rajkot,Supermarket,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,27,50,1350,Offline,
2023-06-01,Mishra Provisions,Kirana,Ahmedabad,Gujarat,NexaCrunch Mixture 200g,Snacks,34,70,2380,Offline,Wrong Item
2023-06-01,Star Bazaar Pune,Supermarket,Pune,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,20,350,7000,Offline,
2023-06-26,Sawant Traders,Kirana,Surat,Gujarat,NexaGold Garam Masala 100g,Spices,27,280,7560,Offline,Wrong Item
2023-06-28,Pandey Store,Kirana,Ahmedabad,Gujarat,NexaFresh Mango Juice 1L,Beverages,1,50,50,Offline,Damaged
2023-06-16,Sharma Kirana,Kirana,Solapur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,16,70,1120,Online,
2023-06-10,Joshi Traders,Kirana,Solapur,Maharashtra,NexaGold Turmeric 200g,Spices,24,70,1680,Offline,
2023-06-06,Joshi Traders,Kirana,Surat,Gujarat,NexaGold Red Chilli 200g,Spices,38,30,1140,Offline,Wrong Item
2023-06-15,Big Bazaar Vadodara,Supermarket,Surat,Gujarat,NexaCrunch Mixture 200g,Snacks,24,140,3360,Offline,
2023-06-01,D-Mart Hinjewadi,Supermarket,Kolhapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,16,280,4480,Online,Wrong Item
2023-06-20,Khare Kirana,Kirana,Solapur,Maharashtra,NexaClean Dishwash 500ml,Household,29,550,15950,Offline,
2023-06-12,Deshpande Store,Kirana,Pune,Maharashtra,NexaFresh Mango Juice 1L,Beverages,14,110,1540,Online,Damaged
2023-06-12,Deshpande Store,Kirana,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,37,280,10360,Offline,
2023-06-16,D-Mart Kothrud,Supermarket,Surat,Gujarat,NexaCare Shampoo 200ml,Personal Care,11,110,1210,Offline,
2023-06-27,Sawant Traders,Kirana,Ahmedabad,Gujarat,NexaFresh Mango Juice 1L,Beverages,27,50,1350,Offline,
2023-06-26,Patil General,Kirana,Kolhapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,25,280,7000,Online,Late Delivery
2023-06-12,Mishra Provisions,Kirana,Nagpur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,5,140,700,Offline,Late Delivery
2023-06-16,D-Mart Aundh,Supermarket,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,6,140,840,Offline,
2023-06-05,Sharma Kirana,Kirana,Kolhapur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,30,350,10500,Offline,Wrong Item
2023-06-01,Gokhale Provisions,Kirana,Kolhapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,26,350,9100,Offline,Damaged
2023-06-28,Gaikwad Store,Kirana,Solapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,15,140,2100,Offline,
2023-06-16,Chavan Traders,Kirana,Nagpur,Maharashtra,NexaCrunch Chips 100g,Snacks,37,70,2590,Offline,Wrong Item
2023-06-18,Mehta Kirana,Kirana,Nashik,Maharashtra,NexaGold Red Chilli 200g,Spices,24,140,3360,Online,
2023-06-25,Pawar General,Kirana,Nashik,Maharashtra,NexaGold Chana Dal 1kg,Dal,38,70,2660,Online,
2023-06-16,Joshi Traders,Kirana,Nashik,Maharashtra,NexaGold Chana Dal 1kg,Dal,9,110,990,Offline,
2023-06-26,Apte Traders,Kirana,Kolhapur,Maharashtra,NexaClean Dishwash 500ml,Household,28,30,840,Offline,Late Delivery
2023-06-06,Desai Provisions,Kirana,Pune,Maharashtra,NexaGold Wheat Atta 10kg,Atta,40,30,1200,Online,
2023-06-20,Gokhale Provisions,Kirana,Kolhapur,Maharashtra,NexaClean Dishwash 500ml,Household,3,30,90,Online,
2023-06-07,Bhat Store,Kirana,Kolhapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,1,110,110,Offline,Late Delivery
2023-06-06,Parmar General,Kirana,Ahmedabad,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,16,140,2240,Offline,Damaged
2023-06-18,Deshmukh Provisions,Kirana,Vadodara,Gujarat,NexaGold Toor Dal 1kg,Dal,6,110,660,Online,Wrong Item
2023-06-15,More Supermarket Viman Nagar,Supermarket,Nashik,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,8,350,2800,Offline,
2023-06-22,Desai Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,34,280,9520,Offline,
2023-06-26,Desai Provisions,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,25,550,13750,Offline,
2023-06-13,Gokhale Provisions,Kirana,Ahmedabad,Gujarat,NexaCrunch Chips 100g,Snacks,15,110,1650,Online,
2023-06-10,Parmar General,Kirana,Solapur,Maharashtra,NexaClean Dishwash 500ml,Household,3,350,1050,Offline,Damaged
2023-06-24,Deshpande Store,Kirana,Kolhapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,19,50,950,Offline,Damaged
2023-06-25,Star Bazaar Pune,Supermarket,Surat,Gujarat,NexaGold Garam Masala 100g,Spices,9,280,2520,Offline,
2023-06-22,Parmar General,Kirana,Rajkot,Gujarat,NexaGold Garam Masala 100g,Spices,38,50,1900,Offline,Wrong Item
2023-06-05,Kulkarni Store,Kirana,Rajkot,Gujarat,NexaClean Floor Cleaner 1L,Household,7,110,770,Offline,
2023-06-21,Patil General,Kirana,Solapur,Maharashtra,NexaClean Dishwash 500ml,Household,19,550,10450,Offline,Damaged
2023-06-20,D-Mart Ahmedabad SG Highway,Supermarket,Rajkot,Gujarat,NexaGold Wheat Atta 5kg,Atta,28,280,7840,Online,
2023-06-22,Parmar General,Kirana,Aurangabad,Maharashtra,NexaGold Wheat Atta 10kg,Atta,39,280,10920,Online,
2023-06-05,Gupta Store,Kirana,Kolhapur,Maharashtra,NexaGold Garam Masala 100g,Spices,7,350,2450,Offline,
2023-06-11,D-Mart Aundh,Supermarket,Surat,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,38,30,1140,Online,
2023-06-18,Reliance Fresh Baner,Supermarket,Kolhapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,4,70,280,Offline,Late Delivery
2023-06-23,Bhat Store,Kirana,Ahmedabad,Gujarat,NexaClean Dishwash 500ml,Household,18,50,900,Offline,
2023-06-17,Thakur Traders,Kirana,Solapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,32,550,17600,Offline,
2023-06-22,Apte Traders,Kirana,Kolhapur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,38,550,20900,Offline,
2023-06-03,Parmar General,Kirana,Ahmedabad,Gujarat,NexaGold Multigrain Atta 5kg,Atta,5,280,1400,Offline,
2023-06-19,Joshi Traders,Kirana,Nagpur,Maharashtra,NexaGold Garam Masala 100g,Spices,20,350,7000,Online,
2023-06-22,Deshmukh Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,4,140,560,Offline,Damaged
2023-06-27,Patil General,Kirana,Pune,Maharashtra,NexaGold Moong Dal 1kg,Dal,31,350,10850,Offline,
2023-06-11,Reliance Fresh Baner,Supermarket,Kolhapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,13,350,4550,Online,
2023-06-11,Rajput Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Multigrain Atta 5kg,Atta,22,350,7700,Offline,Damaged
2023-06-15,Thakur Traders,Kirana,Solapur,Maharashtra,NexaGold Garam Masala 100g,Spices,29,350,10150,Offline,
2023-06-17,More Supermarket Viman Nagar,Supermarket,Pune,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,17,50,850,Offline,
2023-06-04,Star Bazaar Pune,Supermarket,Ahmedabad,Gujarat,NexaGold Turmeric 200g,Spices,8,30,240,Offline,
2023-06-25,Joshi Traders,Kirana,Solapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,20,280,5600,Online,
2023-06-27,Big Bazaar Vadodara,Supermarket,Nagpur,Maharashtra,NexaClean Floor Cleaner 1L,Household,40,50,2000,Online,
2023-06-01,Sharma Kirana,Kirana,Ahmedabad,Gujarat,NexaClean Floor Cleaner 1L,Household,4,110,440,Offline,
2023-06-17,Patil General,Kirana,Nagpur,Maharashtra,NexaGold Toor Dal 1kg,Dal,15,550,8250,Offline,Damaged
2023-06-22,Gupta Store,Kirana,Pune,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,12,50,600,Offline,Wrong Item
2023-06-20,Joshi Traders,Kirana,Solapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,2,280,560,Offline,
2023-06-20,Patil General,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 5kg,Atta,6,550,3300,Offline,
2023-06-05,Mishra Provisions,Kirana,Nashik,Maharashtra,NexaFresh Mango Juice 1L,Beverages,20,70,1400,Online,Damaged
2023-06-15,More Supermarket Viman Nagar,Supermarket,Aurangabad,Maharashtra,NexaCare Shampoo 200ml,Personal Care,39,140,5460,Offline,
